type_id,name,group_id,race_id,market_group_id
400,Small Shield Booster II,40,,609
405,'Micro' Remote Shield Booster,41,,603
421,'Basic' Capacitor Recharger,43,,665
434,5MN Microwarpdrive I,46,4,131
438,1MN Afterburner II,46,4,542
439,1MN Afterburner I,46,4,542
440,5MN Microwarpdrive II,46,4,131
442,Cargo Scanner I,47,,711
443,Ship Scanner I,48,,713
444,Survey Scanner I,49,,714
447,Warp Scrambler I,52,,1936
448,Warp Scrambler II,52,,1936
450,Gatling Pulse Laser I,53,,570
451,Dual Light Pulse Laser I,53,,570
452,Dual Light Beam Laser I,53,,567
453,Small Focused Pulse Laser I,53,,570
454,Small Focused Beam Laser I,53,,567
455,Quad Light Beam Laser I,53,,568
456,Focused Medium Pulse Laser I,53,,572
457,Focused Medium Beam Laser I,53,,568
458,Heavy Pulse Laser I,53,,572
459,Heavy Beam Laser I,53,,568
460,Dual Heavy Pulse Laser I,53,,573
461,Dual Heavy Beam Laser I,53,,569
462,Mega Pulse Laser I,53,,573
463,Mega Beam Laser I,53,,569
464,Tachyon Beam Laser I,53,,569
482,Miner II,54,,1039
483,Miner I,54,,1039
484,125mm Gatling AutoCannon I,55,,574
485,150mm Light AutoCannon I,55,,574
486,200mm AutoCannon I,55,,574
487,250mm Light Artillery Cannon I,55,,577
488,280mm Howitzer Artillery I,55,,577
489,Dual 180mm AutoCannon I,55,,575
490,220mm Vulcan AutoCannon I,55,,575
491,425mm AutoCannon I,55,,575
492,650mm Artillery Cannon I,55,,578
493,720mm Howitzer Artillery I,55,,578
494,Dual 425mm AutoCannon I,55,,576
495,Dual 650mm Repeating Cannon I,55,,576
496,800mm Repeating Cannon I,55,,576
497,1200mm Artillery Cannon I,55,,579
498,1400mm Howitzer Artillery I,55,,579
499,Light Missile Launcher I,509,,640
501,Heavy Missile Launcher I,510,,642
503,Torpedo Launcher I,508,,644
506,'Basic' Capacitor Power Relay,767,,667
508,'Basic' Shield Flux Coil,770,,687
509,'Basic' Capacitor Flux Coil,768,,666
518,'Basic' Gyrostabilizer,59,,646
519,Gyrostabilizer II,59,,646
520,Gyrostabilizer I,59,,646
521,'Basic' Damage Control,60,,615
522,'Micro' Cap Battery,61,,702
523,Small Armor Repairer I,62,,1049
524,Small Hull Repairer I,63,,1053
526,Stasis Webifier I,65,,683
527,Stasis Webifier II,65,,683
529,Small Remote Capacitor Transmitter I,67,,695
530,Small Energy Nosferatu I,68,,692
533,Small Energy Neutralizer I,71,,689
561,75mm Gatling Rail I,74,,564
562,Light Electron Blaster I,74,,561
563,Light Ion Blaster I,74,,561
564,Light Neutron Blaster I,74,,561
565,150mm Railgun I,74,,564
566,Heavy Electron Blaster I,74,,562
567,Dual 150mm Railgun I,74,,565
568,Heavy Neutron Blaster I,74,,562
569,Heavy Ion Blaster I,74,,562
570,250mm Railgun I,74,,565
571,Electron Blaster Cannon I,74,,563
572,Dual 250mm Railgun I,74,,566
573,Neutron Blaster Cannon I,74,,563
574,425mm Railgun I,74,,566
575,Ion Blaster Cannon I,74,,563
577,Medium Capacitor Booster I,76,,700
578,Multispectrum Shield Hardener I,77,,1696
580,Burst Jammer I,80,,678
581,Passive Targeter I,82,,672
582,Bantam,25,1,61
583,Condor,25,1,61
584,Griffin,25,1,61
585,Slasher,25,2,64
586,Probe,25,2,64
587,Rifter,25,2,64
588,Reaper,237,2,1819
589,Executioner,25,4,72
590,Inquisitor,25,4,72
591,Tormentor,25,4,72
592,Navitas,25,8,77
593,Tristan,25,8,77
594,Incursus,25,8,77
596,Impairor,237,4,1816
597,Punisher,25,4,72
598,Breacher,25,2,64
599,Burst,25,2,64
601,Ibis,237,1,1817
602,Kestrel,25,1,61
603,Merlin,25,1,61
605,Heron,25,1,61
606,Velator,237,8,1818
607,Imicus,25,8,77
608,Atron,25,8,77
609,Maulus,25,8,77
615,Immolator,237,4,2702
617,Echo,237,2,2702
620,Osprey,26,1,75
621,Caracal,26,1,75
622,Stabber,26,2,73
623,Moa,26,1,75
624,Maller,26,4,74
625,Augoror,26,4,74
626,Vexor,26,8,76
627,Thorax,26,8,76
628,Arbitrator,26,4,74
629,Rupture,26,2,73
630,Bellicose,26,2,73
631,Scythe,26,2,73
632,Blackbird,26,1,75
633,Celestis,26,8,76
634,Exequror,26,8,76
635,Opux Luxury Yacht,26,8,1699
638,Raven,27,1,80
639,Tempest,27,2,78
640,Scorpion,27,1,80
641,Megathron,27,8,81
642,Apocalypse,27,4,79
643,Armageddon,27,4,79
644,Typhoon,27,2,78
645,Dominix,27,8,81
648,Badger,28,1,84
649,Tayra,28,1,84
650,Nereus,28,8,83
651,Hoarder,28,2,82
652,Mammoth,28,2,82
653,Wreathe,28,2,82
654,Kryos,28,8,83
655,Epithal,28,8,83
656,Miasmos,28,8,83
657,Iteron Mark V,28,8,83
671,Erebus,30,8,815
672,Caldari Shuttle,31,1,396
683,Bantam Blueprint,105,,261
684,Condor Blueprint,105,,261
685,Griffin Blueprint,105,,261
686,Osprey Blueprint,106,,275
687,Caracal Blueprint,106,,275
688,Raven Blueprint,107,,280
689,Slasher Blueprint,105,,264
690,Probe Blueprint,105,,264
691,Rifter Blueprint,105,,264
692,Stabber Blueprint,106,,273
693,Tempest Blueprint,107,,278
785,Miner I Blueprint,134,,338
786,Light Missile Launcher I Blueprint,136,,340
788,Heavy Missile Launcher I Blueprint,136,,340
790,Torpedo Launcher I Blueprint,136,,340
803,Mjolnir Cruise Missile Blueprint,166,,1526
804,Scourge Cruise Missile Blueprint,166,,1526
805,Inferno Cruise Missile Blueprint,166,,1526
806,Nova Cruise Missile Blueprint,166,,1526
807,Nova Heavy Missile Blueprint,166,,1527
808,Mjolnir Heavy Missile Blueprint,166,,1527
809,Inferno Heavy Missile Blueprint,166,,1527
810,Scourge Heavy Missile Blueprint,166,,1527
811,Scourge Light Missile Blueprint,166,,1528
812,Inferno Light Missile Blueprint,166,,1528
813,Mjolnir Light Missile Blueprint,166,,1528
814,Nova Light Missile Blueprint,166,,1528
819,125mm Gatling AutoCannon I Blueprint,135,,296
820,150mm Light AutoCannon I Blueprint,135,,296
821,200mm AutoCannon I Blueprint,135,,296
822,250mm Light Artillery Cannon I Blueprint,135,,296
823,280mm Howitzer Artillery I Blueprint,135,,296
824,Dual 180mm AutoCannon I Blueprint,135,,297
825,220mm Vulcan AutoCannon I Blueprint,135,,297
826,425mm AutoCannon I Blueprint,135,,297
827,650mm Artillery Cannon I Blueprint,135,,297
828,720mm Howitzer Artillery I Blueprint,135,,297
829,Dual 425mm AutoCannon I Blueprint,135,,298
830,Dual 650mm Repeating Cannon I Blueprint,135,,298
831,800mm Repeating Cannon I Blueprint,135,,298
832,1200mm Artillery Cannon I Blueprint,135,,298
833,1400mm Howitzer Artillery I Blueprint,135,,298
834,Gatling Pulse Laser I Blueprint,133,,292
835,Dual Light Pulse Laser I Blueprint,133,,292
836,Dual Light Beam Laser I Blueprint,133,,292
837,Small Focused Pulse Laser I Blueprint,133,,292
838,Small Focused Beam Laser I Blueprint,133,,292
839,Quad Light Beam Laser I Blueprint,133,,293
840,Focused Medium Pulse Laser I Blueprint,133,,293
841,Focused Medium Beam Laser I Blueprint,133,,293
842,Heavy Pulse Laser I Blueprint,133,,293
843,Heavy Beam Laser I Blueprint,133,,293
844,Dual Heavy Pulse Laser I Blueprint,133,,295
845,Dual Heavy Beam Laser I Blueprint,133,,295
846,Mega Pulse Laser I Blueprint,133,,295
847,Mega Beam Laser I Blueprint,133,,295
848,Tachyon Beam Laser I Blueprint,133,,295
879,Carbonized Lead S Blueprint,165,,313
880,Nuclear S Blueprint,165,,313
881,Proton S Blueprint,165,,313
882,Depleted Uranium S Blueprint,165,,313
883,Titanium Sabot S Blueprint,165,,313
884,Fusion S Blueprint,165,,313
885,Phased Plasma S Blueprint,165,,313
886,EMP S Blueprint,165,,313
887,Carbonized Lead M Blueprint,165,,312
888,Nuclear M Blueprint,165,,312
889,Proton M Blueprint,165,,312
890,Depleted Uranium M Blueprint,165,,312
891,Titanium Sabot M Blueprint,165,,312
892,Fusion M Blueprint,165,,312
893,Phased Plasma M Blueprint,165,,312
894,EMP M Blueprint,165,,312
895,Carbonized Lead L Blueprint,165,,309
896,Nuclear L Blueprint,165,,309
897,Proton L Blueprint,165,,309
898,Depleted Uranium L Blueprint,165,,309
899,Titanium Sabot L Blueprint,165,,309
900,Fusion L Blueprint,165,,309
901,Phased Plasma L Blueprint,165,,309
902,EMP L Blueprint,165,,309
936,Executioner Blueprint,105,,272
937,Inquisitor Blueprint,105,,272
938,Tormentor Blueprint,105,,272
939,Navitas Blueprint,105,,277
940,Tristan Blueprint,105,,277
941,Incursus Blueprint,105,,277
944,Punisher Blueprint,105,,272
945,Breacher Blueprint,105,,264
946,Burst Blueprint,105,,264
949,Kestrel Blueprint,105,,261
950,Merlin Blueprint,105,,261
952,Heron Blueprint,105,,261
954,Imicus Blueprint,105,,277
955,Atron Blueprint,105,,277
956,Maulus Blueprint,105,,277
967,Caldari Shuttle Blueprint,111,,416
968,Moa Blueprint,106,,275
969,Maller Blueprint,106,,274
970,Augoror Blueprint,106,,274
971,Vexor Blueprint,106,,276
972,Thorax Blueprint,106,,276
973,Arbitrator Blueprint,106,,274
974,Rupture Blueprint,106,,273
975,Bellicose Blueprint,106,,273
976,Scythe Blueprint,106,,273
977,Blackbird Blueprint,106,,275
978,Celestis Blueprint,106,,276
979,Exequror Blueprint,106,,276
983,Badger Blueprint,108,,284
984,Tayra Blueprint,108,,284
985,Nereus Blueprint,108,,283
986,Hoarder Blueprint,108,,282
987,Mammoth Blueprint,108,,282
988,Wreathe Blueprint,108,,282
989,Kryos Blueprint,108,,283
990,Epithal Blueprint,108,,283
991,Miasmos Blueprint,108,,283
992,Iteron Mark V Blueprint,108,,283
994,Scorpion Blueprint,107,,280
995,Megathron Blueprint,107,,281
996,Apocalypse Blueprint,107,,279
997,Armageddon Blueprint,107,,279
998,Typhoon Blueprint,107,,278
999,Dominix Blueprint,107,,281
1002,Erebus Blueprint,110,,886
1010,Small Shield Extender I Blueprint,118,,1549
1026,Shield Recharger I Blueprint,119,,1551
1032,Small Shield Booster I Blueprint,120,,1552
1067,5MN Microwarpdrive I Blueprint,126,4,331
1072,1MN Afterburner I Blueprint,126,,1525
1074,Cargo Scanner I Blueprint,127,,325
1075,Ship Scanner I Blueprint,128,,325
1076,Survey Scanner I Blueprint,129,,325
1079,Warp Scrambler I Blueprint,132,,1939
1096,Gyrostabilizer I Blueprint,139,,343
1099,Small Armor Repairer I Blueprint,142,,1536
1100,Small Hull Repairer I Blueprint,143,,1537
1102,Stasis Webifier I Blueprint,145,,1570
1105,Small Remote Capacitor Transmitter I Blueprint,147,,1562
1106,Small Energy Nosferatu I Blueprint,148,,1564
1109,Small Energy Neutralizer I Blueprint,151,,1565
1112,75mm Gatling Rail I Blueprint,154,,291
1113,Light Electron Blaster I Blueprint,154,,291
1114,Light Ion Blaster I Blueprint,154,,291
1115,Light Neutron Blaster I Blueprint,154,,291
1116,150mm Railgun I Blueprint,154,,291
1117,Heavy Electron Blaster I Blueprint,154,,290
1118,Dual 150mm Railgun I Blueprint,154,,290
1119,Heavy Neutron Blaster I Blueprint,154,,290
1120,Heavy Ion Blaster I Blueprint,154,,290
1121,250mm Railgun I Blueprint,154,,290
1122,Electron Blaster Cannon I Blueprint,154,,289
1123,Dual 250mm Railgun I Blueprint,154,,289
1124,Neutron Blaster Cannon I Blueprint,154,,289
1125,425mm Railgun I Blueprint,154,,289
1126,Ion Blaster Cannon I Blueprint,154,,289
1128,Medium Capacitor Booster I Blueprint,156,,1563
1129,Multispectrum Shield Hardener I Blueprint,157,,1548
1130,Iron Charge S Blueprint,167,,307
1131,Tungsten Charge S Blueprint,167,,307
1132,Iridium Charge S Blueprint,167,,307
1133,Lead Charge S Blueprint,167,,307
1134,Thorium Charge S Blueprint,167,,307
1135,Uranium Charge S Blueprint,167,,307
1136,Plutonium Charge S Blueprint,167,,307
1137,Antimatter Charge S Blueprint,167,,307
1138,Iron Charge M Blueprint,167,,308
1139,Tungsten Charge M Blueprint,167,,308
1140,Iridium Charge M Blueprint,167,,308
1141,Lead Charge M Blueprint,167,,308
1142,Thorium Charge M Blueprint,167,,308
1143,Uranium Charge M Blueprint,167,,308
1144,Plutonium Charge M Blueprint,167,,308
1145,Antimatter Charge M Blueprint,167,,308
1146,Iron Charge L Blueprint,167,,306
1147,Tungsten Charge L Blueprint,167,,306
1148,Iridium Charge L Blueprint,167,,306
1149,Lead Charge L Blueprint,167,,306
1150,Thorium Charge L Blueprint,167,,306
1151,Uranium Charge L Blueprint,167,,306
1152,Plutonium Charge L Blueprint,167,,306
1153,Antimatter Charge L Blueprint,167,,306
1154,Radio S Blueprint,168,,302
1155,Microwave S Blueprint,168,,302
1156,Infrared S Blueprint,168,,302
1157,Standard S Blueprint,168,,302
1158,Ultraviolet S Blueprint,168,,302
1159,Xray S Blueprint,168,,302
1160,Gamma S Blueprint,168,,302
1161,Multifrequency S Blueprint,168,,302
1162,Radio M Blueprint,168,,303
1163,Microwave M Blueprint,168,,303
1164,Infrared M Blueprint,168,,303
1165,Standard M Blueprint,168,,303
1166,Ultraviolet M Blueprint,168,,303
1167,Xray M Blueprint,168,,303
1168,Gamma M Blueprint,168,,303
1169,Multifrequency M Blueprint,168,,303
1170,Radio L Blueprint,168,,305
1171,Microwave L Blueprint,168,,305
1172,Infrared L Blueprint,168,,305
1173,Standard L Blueprint,168,,305
1174,Ultraviolet L Blueprint,168,,305
1175,Xray L Blueprint,168,,305
1176,Gamma L Blueprint,168,,305
1177,Multifrequency L Blueprint,168,,305
1178,Cap Booster 25 Blueprint,169,,339
1179,Cap Booster 50 Blueprint,169,,339
1182,Auto Targeting System I,96,,670
1183,Small Armor Repairer II,62,,1049
1185,Small Cap Battery I,61,,703
1186,Small Cap Battery I Blueprint,141,,1558
1190,Small Remote Capacitor Transmitter II,67,,695
1192,'Basic' Overdrive Injector System,764,4,1087
1193,'Basic' EM Coating,98,1,1668
1195,Cap Recharger I,43,,665
1196,Cap Recharger I Blueprint,123,,1555
1197,EM Coating I,98,,1668
1198,EM Coating II,98,,1668
1201,Wasp I,100,1,839
1202,Civilian Mining Drone,101,,158
1204,EM Coating I Blueprint,163,,1544
1208,Auto Targeting System I Blueprint,162,,1579
1210,Burst Jammer I Blueprint,160,,1568
1212,Passive Targeter I Blueprint,161,,1582
1214,Wasp I Blueprint,176,,359
1216,Mjolnir Auto-Targeting Light Missile I Blueprint,166,,315
1218,Civilian Mining Drone Blueprint,177,,358
1220,Scourge Rocket Blueprint,166,,318
1221,Scourge Torpedo Blueprint,166,,390
1223,Bistot,451,4,514
1224,Pyroxeres,459,,515
1225,Crokite,452,4,521
1226,Jaspet,456,4,529
1227,Omber,469,,526
1228,Scordite,460,,519
1229,Gneiss,467,4,525
1230,Veldspar,462,,518
1231,Hemorphite,455,4,528
1232,Dark Ochre,453,4,522
1236,Overdrive Injector System II,764,,1087
1240,'Basic' Reinforced Bulkheads,78,4,1195
1242,'Basic' Nanofiber Internal Structure,763,4,1196
1244,Overdrive Injector System I,764,,1087
1245,Overdrive Injector System I Blueprint,158,,332
1246,Capacitor Flux Coil I,768,,666
1247,Capacitor Flux Coil I Blueprint,137,,1556
1248,Capacitor Flux Coil II,768,,666
1254,Shield Flux Coil I,770,,687
1255,Shield Flux Coil I Blueprint,137,,1547
1256,Shield Flux Coil II,770,,687
1262,'Basic' Explosive Coating,98,1,1667
1264,Explosive Coating I,98,,1667
1265,Explosive Coating I Blueprint,163,,1544
1266,Explosive Coating II,98,,1667
1272,'Basic' Layered Coating,98,1,1669
1274,Layered Coating I,98,,1669
1275,Layered Coating I Blueprint,163,,1544
1276,Layered Coating II,98,,1669
1282,'Basic' Kinetic Coating,98,1,1666
1284,Kinetic Coating I,98,,1666
1285,Kinetic Coating I Blueprint,163,,1544
1286,Kinetic Coating II,98,,1666
1292,'Basic' Thermal Coating,98,1,1665
1294,Thermal Coating I,98,,1665
1295,Thermal Coating I Blueprint,163,,1544
1296,Thermal Coating II,98,,1665
1302,'Basic' Multispectrum Coating,98,1,1670
1304,Multispectrum Coating I,98,,1670
1305,Multispectrum Coating I Blueprint,163,,1544
1306,Multispectrum Coating II,98,,1670
1315,'Basic' Expanded Cargohold,765,4,1197
1317,Expanded Cargohold I,765,,1197
1318,Expanded Cargohold I Blueprint,158,,335
1319,Expanded Cargohold II,765,,1197
1333,Reinforced Bulkheads I,78,,1195
1334,Reinforced Bulkheads I Blueprint,158,,335
1335,Reinforced Bulkheads II,78,,1195
1351,'Basic' Reactor Control Unit,769,,659
1353,Reactor Control Unit I,769,,659
1354,Reactor Control Unit I Blueprint,137,,1561
1355,Reactor Control Unit II,769,,659
1401,'Basic' Inertial Stabilizers,762,4,1086
1403,Inertial Stabilizers I,762,4,1086
1404,Inertial Stabilizers I Blueprint,158,4,332
1405,Inertial Stabilizers II,762,4,1086
1419,'Basic' Shield Power Relay,57,,688
1422,Shield Power Relay II,57,,688
1436,Auto Targeting System II,96,,670
1445,Capacitor Power Relay I,767,,667
1446,Capacitor Power Relay I Blueprint,137,,1557
1447,Capacitor Power Relay II,767,,667
1537,'Basic' Power Diagnostic System,766,,658
1539,Power Diagnostic System I,766,,658
1540,Power Diagnostic System I Blueprint,137,,1560
1541,Power Diagnostic System II,766,,658
1547,Small Proton Smartbomb I,72,,382
1548,Small Proton Smartbomb I Blueprint,152,,341
1549,Small Proton Smartbomb II,72,,382
1551,Small Graviton Smartbomb I,72,,382
1552,Small Graviton Smartbomb I Blueprint,152,,341
1553,Small Graviton Smartbomb II,72,,382
1557,Small Plasma Smartbomb I,72,,382
1558,Small Plasma Smartbomb I Blueprint,152,,341
1559,Small Plasma Smartbomb II,72,,382
1563,Small EMP Smartbomb I,72,,382
1564,Small EMP Smartbomb I Blueprint,152,,341
1565,Small EMP Smartbomb II,72,,382
1798,'Basic' EM Shield Amplifier,295,1,1691
1800,'Basic' Thermal Shield Amplifier,295,1,1688
1802,'Basic' Kinetic Shield Amplifier,295,1,1689
1804,'Basic' Explosive Shield Amplifier,295,1,1690
1808,EM Shield Amplifier I,295,,1691
1809,EM Shield Amplifier I Blueprint,296,,1554
1810,Scourge Auto-Targeting Light Missile I,394,,914
1811,Scourge Auto-Targeting Light Missile I Blueprint,166,,315
1814,Nova Auto-Targeting Light Missile I,394,,914
1815,Nova Auto-Targeting Light Missile I Blueprint,166,,315
1816,Inferno Auto-Targeting Light Missile I,394,8,914
1817,Inferno Auto-Targeting Light Missile I Blueprint,166,,315
1818,Scourge Auto-Targeting Heavy Missile I,395,,914
1819,Scourge Auto-Targeting Heavy Missile I Blueprint,166,,315
1820,Mjolnir Auto-Targeting Heavy Missile I,395,,914
1821,Mjolnir Auto-Targeting Heavy Missile I Blueprint,166,,315
1822,Nova Auto-Targeting Heavy Missile I,395,2,914
1823,Nova Auto-Targeting Heavy Missile I Blueprint,166,,315
1824,Inferno Auto-Targeting Heavy Missile I,395,,914
1825,Inferno Auto-Targeting Heavy Missile I Blueprint,166,,315
1826,Scourge Auto-Targeting Cruise Missile I,396,1,914
1827,Scourge Auto-Targeting Cruise Missile I Blueprint,166,,315
1828,Mjolnir Auto-Targeting Cruise Missile I,396,,914
1829,Mjolnir Auto-Targeting Cruise Missile I Blueprint,166,,315
1830,Nova Auto-Targeting Cruise Missile I,396,,914
1831,Nova Auto-Targeting Cruise Missile I Blueprint,166,,315
1832,Inferno Auto-Targeting Cruise Missile I,396,,914
1833,Inferno Auto-Targeting Cruise Missile I Blueprint,166,,315
1855,Ship Scanner II,48,,713
1875,Rapid Light Missile Launcher I,511,,641
1876,Rapid Light Missile Launcher I Blueprint,136,,340
1877,Rapid Light Missile Launcher II,511,,641
1893,'Basic' Heat Sink,205,,647
1944,Bestower,28,4,85
1945,Bestower Blueprint,108,,285
1948,Magnetometric ECM I,201,,715
1949,'Basic' Signal Amplifier,210,,669
1951,'Basic' Tracking Enhancer,211,,707
1952,Sensor Booster II,212,,671
1955,Gravimetric ECM I,201,,717
1956,Radar ECM I,201,,718
1957,Multispectral ECM I,201,,719
1958,Ladar ECM I,201,,716
1963,Remote Sensor Booster I,290,,673
1964,Remote Sensor Booster II,290,,673
1968,Remote Sensor Dampener I,208,,679
1969,Remote Sensor Dampener II,208,,679
1973,Sensor Booster I,212,,671
1977,Tracking Computer I,213,,706
1978,Tracking Computer II,213,,706
1986,Signal Amplifier I,210,,669
1987,Signal Amplifier II,210,,669
1998,Tracking Enhancer I,211,,707
1999,Tracking Enhancer II,211,,707
2001,Cynosural Suppression,1016,,1282
2006,Omen,26,4,74
2007,Omen Blueprint,106,,274
2008,Cynosural Navigation,1016,,1282
2009,Supercapital Construction Facilities,1016,,1282
2018,Medium Cap Battery I,61,,704
2019,Medium Cap Battery I Blueprint,141,,1558
2020,Large Cap Battery I,61,,705
2021,Large Cap Battery I Blueprint,141,,1558
2024,Medium Capacitor Booster II,76,,700
2026,Pirate Detection Array 1,1021,,1284
2027,Pirate Detection Array 2,1021,,1284
2028,Pirate Detection Array 3,1021,,1284
2029,Pirate Detection Array 4,1021,,1284
2030,Pirate Detection Array 5,1021,,1284
2031,Entrapment Array 1,1021,,1284
2032,Cap Recharger II,43,,665
2034,Entrapment Array 2,1021,,1284
2035,Entrapment Array 3,1021,,1284
2036,Entrapment Array 4,1021,,1284
2037,Entrapment Array 5,1021,,1284
2038,Cargo Scanner II,47,,711
2040,Ore Prospecting Array 1,1020,,1283
2041,Ore Prospecting Array 2,1020,,1283
2042,Ore Prospecting Array 3,1020,,1283
2043,Ore Prospecting Array 4,1020,,1283
2044,Ore Prospecting Array 5,1020,,1283
2046,Damage Control I,60,,615
2047,Damage Control I Blueprint,140,,1542
2048,Damage Control II,60,,615
2050,Gistum C-Type Multispectrum Shield Hardener,77,1,1696
2053,Survey Networks 1,1020,,1283
2054,Survey Networks 2,1020,,1283
2055,Survey Networks 3,1020,,1283
2056,Survey Networks 4,1020,,1283
2057,Survey Networks 5,1020,,1283
2058,Quantum Flux Generator 1,1021,,1284
2059,Quantum Flux Generator 2,1021,,1284
2060,Quantum Flux Generator 3,1021,,1284
2061,Quantum Flux Generator 4,1021,,1284
2062,Quantum Flux Generator 5,1021,,1284
2073,Microorganisms,1035,,1333
2078,Zephyr,1022,8,1619
2082,Genolution Core Augmentation CA-1,1730,,618
2103,Remote Tracking Computer I,209,,708
2104,Remote Tracking Computer II,209,,708
2108,Tracking Disruptor I,291,,680
2109,Tracking Disruptor II,291,,680
2117,Burst Jammer II,80,,678
2161,Crucifier,25,4,72
2162,Crucifier Blueprint,105,,272
2173,Infiltrator I,100,4,838
2174,Infiltrator I Blueprint,176,,1532
2175,Infiltrator II,100,4,838
2178,Guristas Nova XL Cruise Missile,1019,,1317
2180,Guristas Scourge XL Cruise Missile,1019,,1317
2182,Guristas Inferno XL Cruise Missile,1019,,1317
2183,Hammerhead I,100,8,838
2184,Hammerhead I Blueprint,176,,1532
2185,Hammerhead II,100,8,838
2188,Guristas Mjolnir XL Cruise Missile,1019,,1317
2193,Praetor I,100,4,839
2194,Praetor I Blueprint,176,,359
2195,Praetor II,100,4,839
2203,Acolyte I,100,4,837
2204,Acolyte I Blueprint,176,,1531
2205,Acolyte II,100,4,837
2254,Temperate Command Center,1027,,1322
2267,Base Metals,1032,,1333
2268,Aqueous Liquids,1033,,1333
2270,Noble Metals,1032,,1333
2272,Heavy Metals,1032,,1333
2281,Multispectrum Shield Hardener II,77,,1696
2286,Planktic Colonies,1035,,1333
2287,Complex Organisms,1035,,1333
2288,Carbon Compounds,1035,,1333
2289,Explosive Shield Hardener I,77,,1694
2290,Explosive Shield Hardener I Blueprint,157,,1548
2291,Kinetic Shield Hardener I,77,,1693
2292,Kinetic Shield Hardener I Blueprint,157,,1548
2293,EM Shield Hardener I,77,,1695
2294,EM Shield Hardener I Blueprint,157,,1548
2295,Thermal Shield Hardener I,77,,1692
2296,Thermal Shield Hardener I Blueprint,157,,1548
2297,Explosive Shield Hardener II,77,,1694
2299,Kinetic Shield Hardener II,77,,1693
2301,EM Shield Hardener II,77,,1695
2303,Thermal Shield Hardener II,77,,1692
2305,Autotrophs,1035,,1333
2306,Non-CS Crystals,1032,,1333
2307,Felsic Magma,1032,,1333
2308,Suspended Plasma,1033,,1333
